-3.55	-5.015	-5.503	-3.55	-0.621	1.821	2.309	0.844	0.844	3.286	7.68	10.122	9.145	5.239	0.844	-0.621	2.309	6.215	7.192	4.262	-1.109	-5.503	-6.48	-4.038	-0.132	1.821	1.821	0.356	-0.132	1.821	4.262	6.704	7.192	5.727	4.262	3.774	4.751	6.704	8.169	8.169	7.68	7.68	8.657	11.098	13.54	14.516	13.54	11.098	8.657	7.68	8.169	9.145	8.657	6.704	3.286	1.333	0.356	1.333	2.309	1.821	0.356	-0.621	-0.132	2.309	5.239	7.192	6.704	5.239	4.262	4.751	5.727	7.192	7.192	4.751	2.797	2.309	4.751	9.145	13.051	14.516	13.54	10.61	8.657	10.122	13.051	15.493	16.469	14.028	11.587	10.122	11.098	13.54	15.981	16.469	15.004	12.563	10.61	10.61	12.075	15.004	17.446	18.911	19.399	19.399	20.376	22.329	23.305	23.794	22.817	20.864	19.399	18.422	17.446	15.981	14.028	12.075	12.075	13.54	14.516	14.516	13.54	12.075	12.563	14.028	15.981	15.981	15.004	13.051	13.051	13.051	13.54	12.075	8.169	3.286	0.356	-0.621	0.844	0.844	0.356	-0.621	-0.132	1.821	4.751	6.704	6.704	4.262	0.844	-0.621	0.356	2.797	4.751	5.239	5.239	4.751	5.239	5.727	5.727	4.751	2.797	0.356	-1.109	-1.109	-0.132	2.309	4.751	6.704	6.704	6.704	6.704	7.68	9.145	10.122	10.122	8.169	5.727	2.797	1.821	0.844	0.844	1.333	1.333	2.309	3.286	4.751	5.239	6.215	7.192	8.169	8.169	7.68	6.704	6.704	7.192	8.169	8.657	7.192	4.751	2.797	2.309	2.797	2.797	3.774	5.727	7.68	9.145	9.145	7.192	5.239	4.751	6.704	8.657	9.633	9.145	7.68	7.192	7.68	8.169	8.657	8.169	7.68	7.68	7.192	6.704	6.215	5.239	4.262	3.774	4.751	6.704	8.169	8.657	6.704	2.309	-1.109	-3.062	-1.597	2.309	7.192	10.122	11.098	10.122	8.657	7.68	7.192	6.704	6.704	5.727	4.751	3.774	4.751	6.215	6.215	4.751	1.333	-1.109	0.356

-4.476	-3.499	-1.058	1.383	3.337	2.848	2.36	2.848	4.801	7.731	8.708	7.731	3.825	-0.57	-3.011	-2.035	1.383	5.29	5.778	3.825	-0.57	-4.476	-5.452	-3.988	-2.035	-2.035	-3.499	-5.941	-6.429	-3.011	3.825	10.661	14.079	12.614	8.219	3.337	0.895	1.383	4.801	7.731	9.196	9.196	8.708	9.196	11.149	13.59	13.59	11.149	5.778	1.383	1.872	7.731	13.59	15.055	9.196	-0.081	-5.941	-3.011	5.29	12.126	12.126	6.266	-0.57	-2.523	0.407	5.29	8.219	7.731	7.731	9.196	11.149	12.614	10.661	6.266	2.848	2.848	6.755	11.637	15.055	16.032	15.544	14.567	13.59	13.102	11.149	10.173	10.661	13.102	17.008	19.938	20.915	19.45	17.497	15.544	14.079	13.59	13.59	14.567	16.52	18.473	19.938	20.426	20.426	20.426	20.426	20.426	20.915	20.426	19.938	18.473	16.032	13.59	11.637	11.637	13.59	16.52	18.473	18.962	16.52	13.102	9.196	7.243	7.731	9.684	12.614	14.567	15.055	14.567	14.567	14.079	13.59	10.661	5.29	-1.546	-6.429	-7.406	-5.452	-1.546	1.383	2.36	1.872	1.383	1.872	2.848	3.337	2.848	0.895	-1.058	-2.523	-3.011	-1.546	1.383	5.778	10.173	11.637	9.684	4.801	-0.081	-2.523	-1.546	0.895	1.872	1.872	1.383	1.872	4.801	7.243	8.219	8.219	8.708	10.173	11.149	10.661	7.731	3.825	1.383	1.383	2.36	2.848	2.36	0.895	0.407	0.895	1.383	3.337	5.29	7.731	10.173	10.173	8.708	5.778	4.801	5.29	7.731	9.196	8.219	5.778	2.36	0.895	1.383	2.848	3.825	4.801	5.778	5.778	5.29	4.313	3.337	2.848	4.801	6.266	6.755	5.778	4.801	5.29	8.219	11.637	12.614	10.661	6.755	3.825	3.337	4.801	6.755	7.243	6.755	5.29	3.825	2.848	2.848	0.895	-1.546	-5.452	-7.406	-6.429	-2.035	5.29	11.637	14.079	12.126	7.243	1.872	0.407	2.36	6.755	9.684	8.219	2.848	-2.523	-4.476	-0.57	5.778	10.173	9.684	5.778	2.36


-1.017	-3.947	-5.9	-4.924	-2.97	-1.994	-1.994	-2.97	-1.017	4.354	9.725	13.631	12.655	6.795	1.424	-1.994	0.448	5.819	9.237	7.772	1.912	-5.412	-7.853	-4.435	3.377	9.237	9.237	5.33	-0.041	-1.994	-0.529	1.912	2.889	2.401	2.889	4.354	5.819	5.33	3.377	1.912	3.866	8.26	12.655	13.143	9.237	4.354	0.936	0.936	3.866	6.307	7.772	7.284	5.819	3.377	0.448	-1.994	-2.97	-1.506	0.448	1.424	0.936	-1.017	-2.482	-2.482	-0.041	3.377	5.819	5.819	4.354	2.401	1.912	3.866	5.819	6.795	5.33	1.424	-3.459	-5.9	-5.9	-2.97	0.448	4.842	8.26	11.678	13.631	13.631	11.19	8.26	5.819	5.33	6.795	9.237	10.213	8.26	4.842	0.936	-0.041	1.424	5.819	10.213	12.655	12.655	12.166	13.631	16.561	19.002	18.514	14.119	8.748	6.307	8.26	13.631	18.026	17.537	13.143	7.284	2.889	3.377	4.842	5.819	4.354	2.889	1.912	3.866	6.795	8.748	9.237	8.748	8.26	8.26	8.748	8.748	6.307	2.401	-1.994	-5.412	-6.877	-6.877	-4.924	-3.947	-3.947	-4.435	-3.459	-1.017	1.912	3.866	3.377	0.448	-3.947	-5.9	-4.924	-2.97	-0.041	0.936	0.448	-0.041	-1.994	-3.947	-5.9	-5.9	-4.435	-1.506	-0.041	-0.041	-2.482	-3.947	-3.947	-1.994	0.448	1.912	2.889	2.889	3.866	4.354	2.889	0.936	-2.482	-4.924	-5.412	-3.947	-0.529	2.889	4.842	5.33	4.354	4.354	4.354	3.866	0.936	-2.97	-5.412	-3.459	2.401	8.748	12.166	9.725	4.842	-0.041	-1.506	0.448	2.889	4.354	5.819	7.772	10.213	9.725	5.819	-0.041	-3.947	-2.97	3.377	11.19	15.584	14.608	9.725	4.842	3.377	5.819	10.701	14.119	12.655	8.26	2.889	-1.017	-1.506	-1.506	-1.994	-2.482	-1.017	3.866	9.725	12.166	8.26	0.448	-6.388	-6.877	-1.017	5.819	7.284	2.889	-3.947	-7.853	-4.435	4.354	12.655	15.096	11.678	4.842	-0.529	-1.994	-0.529	1.424	0.936	-2.97	-5.9	-6.388


-0.661	5.198	10.569	13.987	13.499	9.593	4.222	1.292	1.78	5.198	7.64	7.151	4.222	1.292	-0.173	-0.661	-1.638	-2.614	-2.126	1.292	6.175	9.104	8.616	1.78	-7.985	-17.751	-22.634	-20.192	-8.962	6.175	18.87	23.265	16.917	4.71	-4.079	-4.079	2.268	8.128	6.663	-2.126	-10.915	-11.403	-1.638	13.011	24.729	26.683	18.87	7.64	-1.638	-6.032	-6.032	-4.567	-2.614	-2.126	-0.661	1.292	5.198	10.081	13.987	13.499	9.104	2.757	-3.591	-7.497	-9.45	-7.985	-3.591	4.222	13.499	19.847	18.382	10.081	-0.173	-6.032	-4.567	0.804	5.686	7.151	6.175	6.175	9.104	12.034	13.499	12.522	12.522	13.987	15.452	13.011	5.198	-3.103	-6.032	-0.661	9.593	18.87	21.8	19.358	16.429	15.452	15.452	13.499	9.593	6.175	5.198	7.151	8.616	9.104	8.616	10.081	13.499	16.429	14.964	9.104	3.733	3.245	8.128	13.011	13.987	7.64	-1.638	-8.474	-9.45	-3.103	7.151	15.452	18.382	14.964	7.64	2.757	3.733	8.128	8.616	0.315	-13.845	-24.099	-22.146	-8.474	7.151	13.987	9.104	-1.638	-9.939	-10.915	-7.985	-6.032	-6.032	-6.521	-5.056	-3.103	-2.614	-5.544	-7.497	-6.521	-0.661	4.71	5.686	0.804	-6.521	-9.939	-7.985	-2.126	2.268	2.757	0.315	-2.126	-1.149	3.245	8.616	12.522	12.034	8.128	1.292	-5.544	-7.497	-2.614	6.663	13.499	13.011	6.175	-2.126	-5.544	-1.638	4.222	4.71	-1.638	-7.985	-6.521	4.222	18.382	24.729	17.893	3.245	-8.474	-9.45	-2.126	5.686	8.128	5.198	2.757	4.222	8.616	10.569	8.128	4.222	3.245	6.175	7.151	3.245	-6.032	-11.892	-8.474	3.733	16.429	21.311	15.94	6.663	2.268	4.71	9.593	11.058	7.151	0.804	-1.149	1.292	5.686	6.663	2.757	-3.103	-5.056	-2.126	2.757	3.733	-1.149	-10.915	-17.263	-15.31	-5.544	7.151	14.964	13.987	6.663	-2.126	-7.497	-7.009	-1.638	4.71	9.104	9.104	4.222	-2.614	-7.985	-7.985	-3.591	1.78	3.733	2.268	0.315

